signature_hash,distinct_strategy_signature,rows,exact_rows,template_rows,primary_family,asset_bucket,signal_bucket,action_bucket,frequency_bucket,parameter_bucket,example_study_id,example_idea_id,example_title
345b09a3e6c42c9d,volatility_timing|equity_index|volatility_signal|forecast_rank_template|quarterly|no_explicit_lookback,7,7,0,volatility_timing,equity_index,volatility_signal,forecast_rank_template,quarterly,no_explicit_lookback,W7125505259,lit_w7125505259_volatility_timing,Disaggregated ESG Risk in European Asset Pricing Based on ESG Leaders Data
18b96cb0cf36aaba,volatility_timing|equity_index|volatility_signal|rotation_allocation|intraday|no_explicit_lookback,7,7,0,volatility_timing,equity_index,volatility_signal,rotation_allocation,intraday,no_explicit_lookback,W4385791684,lit_w4385791684_volatility_timing,Policy uncertainty and stock market volatility revisited: The predictive role of signal quality
b9b88ea8c5fda15c,credit_spreads|bonds_rates|value_quality_factor|forecast_rank_template|daily|no_explicit_lookback,6,5,1,credit_spreads,bonds_rates,value_quality_factor,forecast_rank_template,daily,no_explicit_lookback,W4416337377,lit_w4416337377_credit_spreads,Overcoming the financing barrier in blue carbon projects: an evolutionary game perspective on government-firm-financial institution coordination
64504ac689cff0c4,credit_spreads|equity_index|value_quality_factor|forecast_rank_template|daily|no_explicit_lookback,6,6,0,credit_spreads,equity_index,value_quality_factor,forecast_rank_template,daily,no_explicit_lookback,W4414530487,lit_w4414530487_credit_spreads,"The dynamic linkage between fintech venture capital funding, bank credit flows, and equity market movement: evidence from a global perspective"
f997b123640c8067,inflation|bonds_rates|macro_inflation|forecast_rank_template|monthly|12m|12m,6,6,0,inflation,bonds_rates,macro_inflation,forecast_rank_template,monthly,12m|12m,W7125416462,lit_w7125416462_inflation,Macroprudential FX Regulations and Small Firms: Unintended Consequences for Credit Growth
250dcf00f9e3eab0,inflation|bonds_rates|macro_inflation|forecast_rank_template|unspecified|no_explicit_lookback,6,0,6,inflation,bonds_rates,macro_inflation,forecast_rank_template,unspecified,no_explicit_lookback,W1902924596,lit_w1902924596_inflation,Animal spirits and credit cycles
2d0ef4bcf5cfae8b,inflation|macro|macro_inflation|forecast_rank_template|monthly|no_explicit_lookback,6,6,0,inflation,macro,macro_inflation,forecast_rank_template,monthly,no_explicit_lookback,W4411770190,lit_w4411770190_inflation,COMPENSATION FOR NON-MATERIAL DAMAGE AND ITS FINANCIAL IMPLICATIONS FOR THE INSURANCE INDUSTRY
d0da9250909211a0,inflation|macro|macro_inflation|forecast_rank_template|quarterly|no_explicit_lookback,6,6,0,inflation,macro,macro_inflation,forecast_rank_template,quarterly,no_explicit_lookback,W4410162851,lit_w4410162851_inflation,Balancing Growth and Sustainability: The Role of Economic Factors in Adjusted Net Savings in South Asia
33858e80b43eb1bf,liquidity|bonds_rates|liquidity|forecast_rank_template|annual|no_explicit_lookback,6,0,6,liquidity,bonds_rates,liquidity,forecast_rank_template,annual,no_explicit_lookback,W7161544622,lit_w7161544622_liquidity,Does digital transformation improve firm performance? Evidence from Vietnamese VN30 firms during the COVID-19 pandemic
3e97f15f6ba81568,liquidity|equity_index|liquidity|hedge_safe_haven|quarterly|no_explicit_lookback,6,6,0,liquidity,equity_index,liquidity,hedge_safe_haven,quarterly,no_explicit_lookback,W4410875735,lit_w4410875735_liquidity,Financial Statement Analysis Models for Strategic Insights in Private Wealth and Capital Markets
02294b145cb5cb26,market_timing|bonds_rates|value_quality_factor|forecast_rank_template|annual|no_explicit_lookback,6,0,6,market_timing,bonds_rates,value_quality_factor,forecast_rank_template,annual,no_explicit_lookback,W7162082485,lit_w7162082485_market_timing,Research Trends and Hotspots in the Application of MOOCs in Chinese Higher Education: A Bibliometric Analysis Based on the CNKI Database
788447ce9c0a1c6f,market_timing|bonds_rates|volatility_signal|forecast_rank_template|unspecified|no_explicit_lookback,6,0,6,market_timing,bonds_rates,volatility_signal,forecast_rank_template,unspecified,no_explicit_lookback,W3091679231,lit_w3091679231_market_timing,Human Cognition Through the Lens of Social Engineering Cyberattacks
b070b80c076140ef,market_timing|commodities|geopolitical_policy_uncertainty|forecast_rank_template|daily|no_explicit_lookback,6,6,0,market_timing,commodities,geopolitical_policy_uncertainty,forecast_rank_template,daily,no_explicit_lookback,W1967505108,lit_w1967505108_market_timing,Regime destabilisation as the flipside of energy transitions: Lessons from the history of the British coal industry (1913–1997)
16f47b9326e520ea,market_timing|credit|value_quality_factor|forecast_rank_template|unspecified|no_explicit_lookback,6,0,6,market_timing,credit,value_quality_factor,forecast_rank_template,unspecified,no_explicit_lookback,W2163504005,lit_w2163504005_market_timing,A risk-factor model foundation for ratings-based bank capital rules
1abf0430ec8fc781,market_timing|equity_index|momentum_trend|forecast_rank_template|monthly|no_explicit_lookback,6,6,0,market_timing,equity_index,momentum_trend,forecast_rank_template,monthly,no_explicit_lookback,W2788280150,lit_w2788280150_market_timing,Too good to be true? Fallacies in evaluating risk factor models
f41c3b96c9fb876d,market_timing|equity_index|value_quality_factor|forecast_rank_template|annual|no_explicit_lookback,6,0,6,market_timing,equity_index,value_quality_factor,forecast_rank_template,annual,no_explicit_lookback,W2167498985,lit_w2167498985_market_timing,Assessing the drivers of regional trends in solar photovoltaic manufacturing
d466262504bca664,market_timing|equity_index|value_quality_factor|forecast_rank_template|unspecified|no_explicit_lookback,6,0,6,market_timing,equity_index,value_quality_factor,forecast_rank_template,unspecified,no_explicit_lookback,W2133840776,lit_w2133840776_market_timing,"International Cross‐Listing, Firm Performance, and Top Management Turnover: A Test of the Bonding Hypothesis"
e3f040c9176dbaf8,market_timing|equity_single|value_quality_factor|forecast_rank_template|unspecified|no_explicit_lookback,6,0,6,market_timing,equity_single,value_quality_factor,forecast_rank_template,unspecified,no_explicit_lookback,W2899026668,lit_w2899026668_market_timing,Radio frequency identification (RFID) technology as a strategic tool towards higher performance of supply chain operations in textile and apparel industry of Malaysia
727d3e3bcd002d41,market_timing|macro|momentum_trend|forecast_rank_template|annual|no_explicit_lookback,6,0,6,market_timing,macro,momentum_trend,forecast_rank_template,annual,no_explicit_lookback,W4400964493,lit_w4400964493_market_timing,Spatiotemporal characteristics of ecological resilience and its influencing factors in the Yellow River Basin of China
b6380ed98800f7b3,market_timing|macro|value_quality_factor|forecast_rank_template|monthly|no_explicit_lookback,6,6,0,market_timing,macro,value_quality_factor,forecast_rank_template,monthly,no_explicit_lookback,W3124654796,lit_w3124654796_market_timing,Explaining a Productive Decade
e02e09d76379859d,market_timing|macro|value_quality_factor|forecast_rank_template|unspecified|no_explicit_lookback,6,0,6,market_timing,macro,value_quality_factor,forecast_rank_template,unspecified,no_explicit_lookback,W2997280954,lit_w2997280954_market_timing,Normalization and variance stabilization of single-cell RNA-seq data using regularized negative binomial regression
2baffad0c270be71,momentum|equity_index|momentum_trend|forecast_rank_template|quarterly|no_explicit_lookback,6,6,0,momentum,equity_index,momentum_trend,forecast_rank_template,quarterly,no_explicit_lookback,W2890716610,lit_w2890716610_momentum,"Real Estate Valuation, Current Account and Credit Growth Patterns, Before and After the 2008-9 Crisis"
ecc9ef9c113118fe,momentum|equity_index|momentum_trend|long_short_cross_section|daily|no_explicit_lookback,6,6,0,momentum,equity_index,momentum_trend,long_short_cross_section,daily,no_explicit_lookback,W7117877850,lit_w7117877850_momentum,"Fundamental and Technical Indicator Analysis of San Miguel Corporation: Financial Performance, Market Behavior, and Investment Evaluation"
13ca77df4ec72958,rates|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|no_explicit_lookback,6,6,0,rates,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,no_explicit_lookback,W4411509117,lit_w4411509117_rates,BEHAVIORAL FACTORS IN LOAN DEFAULT PREDICTION A LITERATURE REVIEW ON PSYCHOLOGICAL AND SOCIOECONOMIC RISK INDICATORS
d3f60c3cdfd12d5f,rates|equity_index|momentum_trend|long_short_cross_section|daily|no_explicit_lookback,6,6,0,rates,equity_index,momentum_trend,long_short_cross_section,daily,no_explicit_lookback,W7162340249,lit_w7162340249_rates,Regime-aware static and dynamic graph structure learning for stock price forecasting
1523d57ed5a93d20,rates|equity_index|value_quality_factor|forecast_rank_template|quarterly|no_explicit_lookback,6,6,0,rates,equity_index,value_quality_factor,forecast_rank_template,quarterly,no_explicit_lookback,W2917705996,lit_w2917705996_rates,"Financial Markets, the Real Economy, and Self-fulfilling Uncertainties"
914708e1cd77ed33,rates|equity_index|value_quality_factor|forecast_rank_template|unspecified|no_explicit_lookback,6,0,6,rates,equity_index,value_quality_factor,forecast_rank_template,unspecified,no_explicit_lookback,W7128903603,lit_w7128903603_rates,Does Stock Trading Resemble Gambling? A Volatility and Return Analysis of Indian Equity Market
733b953735aeebd2,rates|macro|value_quality_factor|forecast_rank_template|annual|no_explicit_lookback,6,0,6,rates,macro,value_quality_factor,forecast_rank_template,annual,no_explicit_lookback,W2161978768,lit_w2161978768_rates,Socioeconomic-related health inequality in South Africa: evidence from General Household Surveys
8ed571d3441d386e,sector_rotation|equity_single|value_quality_factor|forecast_rank_template|quarterly|no_explicit_lookback,6,6,0,sector_rotation,equity_single,value_quality_factor,forecast_rank_template,quarterly,no_explicit_lookback,W1579771972,lit_w1579771972_sector_rotation,"Taxation and the Cost of Capital: The ""Old"" View, the ""New"" View and Another View"
144ac34f9268e59d,sector_rotation|macro|momentum_trend|forecast_rank_template|annual|no_explicit_lookback,6,0,6,sector_rotation,macro,momentum_trend,forecast_rank_template,annual,no_explicit_lookback,W7160034620,lit_w7160034620_sector_rotation,Econometric Modeling of Urban Energy Efficiency Improvement under Industrial Economic Growth and Assessment of the Effectiveness of Energy Policies
d8bd9fe0a7bbcb77,volatility_timing|equity_index|volatility_signal|forecast_rank_template|daily|5y|5y,6,6,0,volatility_timing,equity_index,volatility_signal,forecast_rank_template,daily,5y|5y,W3023249426,lit_w3023249426_volatility_timing,"Volatility Patterns of CDS, Bond and Stock Markets Before and During the Financial Crisis: Evidence from Major Financial Institutions"
007aad31cf05a164,volatility_timing|equity_index|volatility_signal|forecast_rank_template|intraday|10y|10y,6,6,0,volatility_timing,equity_index,volatility_signal,forecast_rank_template,intraday,10y|10y,W155194260,lit_w155194260_volatility_timing,"Decoupling 2: Technologies, opportunities and policy options"
75250a6d0416cc5f,volatility_timing|equity_index|volatility_signal|market_timing|daily|10y|10y,6,6,0,volatility_timing,equity_index,volatility_signal,market_timing,daily,10y|10y,W7139241432,lit_w7139241432_volatility_timing,Sectoral financial analysis of the automotive industry: comprehensive evaluation of industry trends and systemic risks shaping the sector
181c6c12594cabea,volatility_timing|equity_single|volatility_signal|forecast_rank_template|daily|no_explicit_lookback,6,5,1,volatility_timing,equity_single,volatility_signal,forecast_rank_template,daily,no_explicit_lookback,W4311783142,lit_w4311783142_volatility_timing,A New Viterbi-Based Decoding Strategy for Market Risk Tracking: an Application to the Tunisian Foreign Debt Portfolio During 2010–2012
80a0b41ecd76470c,volatility_timing|equity_single|volatility_signal|forecast_rank_template|unspecified|no_explicit_lookback,6,0,6,volatility_timing,equity_single,volatility_signal,forecast_rank_template,unspecified,no_explicit_lookback,W4281664985,lit_w4281664985_volatility_timing,The impact of carbon emission trading policy on firms’ green innovation in China
fc6a107dbac60a3c,bonds|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|no_explicit_lookback,5,0,5,bonds,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,no_explicit_lookback,W7161587123,lit_w7161587123_bonds,Support Mechanisms of the Financial Sector in the Context of Energy Transformation
50a303ceda2f0989,credit_spreads|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|no_explicit_lookback,5,0,5,credit_spreads,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,no_explicit_lookback,W2932226027,lit_w2932226027_credit_spreads,How to Meet Increased Capacities by Future Green 5G Networks: A Survey
49a24daa7216ad53,credit_spreads|commodities|value_quality_factor|forecast_rank_template|daily|no_explicit_lookback,5,5,0,credit_spreads,commodities,value_quality_factor,forecast_rank_template,daily,no_explicit_lookback,W4313527987,lit_w4313527987_credit_spreads,Six Human-Centered Artificial Intelligence Grand Challenges
e480423e7b05e172,credit_spreads|equity_index|carry_yield|forecast_rank_template|quarterly|no_explicit_lookback,5,5,0,credit_spreads,equity_index,carry_yield,forecast_rank_template,quarterly,no_explicit_lookback,W1501895777,lit_w1501895777_credit_spreads,Contagious Currency Crises
ab423291604ef653,credit_spreads|equity_index|value_quality_factor|forecast_rank_template|annual|no_explicit_lookback,5,0,5,credit_spreads,equity_index,value_quality_factor,forecast_rank_template,annual,no_explicit_lookback,W1572014971,lit_w1572014971_credit_spreads,Why Did Some Banks Perform Better During the Credit Crisis? A Cross-Country Study of the Impact of Governance and Regulation
a973d2de9468b898,credit_spreads|equity_single|value_quality_factor|forecast_rank_template|unspecified|no_explicit_lookback,5,0,5,credit_spreads,equity_single,value_quality_factor,forecast_rank_template,unspecified,no_explicit_lookback,W4308705709,lit_w4308705709_credit_spreads,Does green credit promote green sustainable development in regional economies?—Empirical evidence from 280 cities in China
f1c6df07a79ca3bb,inflation|bonds_rates|macro_inflation|forecast_rank_template|daily|no_explicit_lookback,5,5,0,inflation,bonds_rates,macro_inflation,forecast_rank_template,daily,no_explicit_lookback,W3041677949,lit_w3041677949_inflation,"Full Employment, Unconditional Basic Income and the Keynesian Critique of Rentier Capitalism"
