artifact_family,artifact_count,total_size_in_bytes,first_created_at,last_created_at,examples_json,decision,retention_class,canonical_replacement
github-performance-benchmark-candidate_sweep-shared-prepared-{n}-{n},9,1061396,2026-07-26T12:46:11Z,2026-07-26T16:01:33Z,"[""github-performance-benchmark-candidate_sweep-shared-prepared-30202683511-1"",""github-performance-benchmark-candidate_sweep-shared-prepared-30204585347-1"",""github-performance-benchmark-candidate_sweep-shared-prepared-30206673388-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-campaign-state-after-recovery-{n}-{n}-{n},2,41722,2026-07-26T13:30:15Z,2026-07-26T14:24:44Z,"[""github-performance-benchmark-event_study-baseline-campaign-state-after-recovery-0-30203689567-1"",""github-performance-benchmark-event_study-baseline-campaign-state-after-recovery-0-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-campaign-state-initial-{n}-{n},2,5304,2026-07-26T13:29:21Z,2026-07-26T14:23:32Z,"[""github-performance-benchmark-event_study-baseline-campaign-state-initial-30203689567-1"",""github-performance-benchmark-event_study-baseline-campaign-state-initial-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-campaign-state-merged-{n}-{n},2,44228,2026-07-26T13:31:30Z,2026-07-26T14:26:22Z,"[""github-performance-benchmark-event_study-baseline-campaign-state-merged-30203689567-1"",""github-performance-benchmark-event_study-baseline-campaign-state-merged-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-campaign-state-verified-{n}-{n},2,49248,2026-07-26T13:33:13Z,2026-07-26T14:28:34Z,"[""github-performance-benchmark-event_study-baseline-campaign-state-verified-30203689567-1"",""github-performance-benchmark-event_study-baseline-campaign-state-verified-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-contract-{n}-{n},2,13598,2026-07-26T13:27:22Z,2026-07-26T14:20:47Z,"[""github-performance-benchmark-event_study-baseline-contract-30203689567-1"",""github-performance-benchmark-event_study-baseline-contract-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-environment-{n}-{n},2,2562,2026-07-26T13:26:09Z,2026-07-26T14:19:41Z,"[""github-performance-benchmark-event_study-baseline-environment-30203689567-1"",""github-performance-benchmark-event_study-baseline-environment-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-pilot-{n}-{n},2,664,2026-07-26T13:28:25Z,2026-07-26T14:22:27Z,"[""github-performance-benchmark-event_study-baseline-pilot-30203689567-1"",""github-performance-benchmark-event_study-baseline-pilot-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-plan-{n}-{n},2,1820722,2026-07-26T13:28:54Z,2026-07-26T14:23:03Z,"[""github-performance-benchmark-event_study-baseline-plan-30203689567-1"",""github-performance-benchmark-event_study-baseline-plan-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-preflight-{n}-{n},2,532,2026-07-26T13:26:08Z,2026-07-26T14:19:40Z,"[""github-performance-benchmark-event_study-baseline-preflight-30203689567-1"",""github-performance-benchmark-event_study-baseline-preflight-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-recovery-wave-{n}-{n}-{n},2,41288,2026-07-26T13:30:14Z,2026-07-26T14:24:43Z,"[""github-performance-benchmark-event_study-baseline-recovery-wave-0-30203689567-1"",""github-performance-benchmark-event_study-baseline-recovery-wave-0-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-results,2,8306047,2026-07-26T13:33:23Z,2026-07-26T14:28:42Z,"[""github-performance-benchmark-event_study-baseline-results"",""github-performance-benchmark-event_study-baseline-results""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-sealed-final-stage-{n}-{n},2,8281303,2026-07-26T13:32:40Z,2026-07-26T14:28:02Z,"[""github-performance-benchmark-event_study-baseline-sealed-final-stage-30203689567-1"",""github-performance-benchmark-event_study-baseline-sealed-final-stage-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-shard-g{n}-s{n}-a-{uuid},304,26572630,2026-07-26T13:29:30Z,2026-07-26T14:24:06Z,"[""github-performance-benchmark-event_study-baseline-shard-g000-s000-a-b876df5e-8f3f-416b-a475-b149f551f428"",""github-performance-benchmark-event_study-baseline-shard-g000-s003-a-1d2e29f1-8e9a-4fdd-8d12-6f44e033f5f1"",""github-performance-benchmark-event_study-baseline-shard-g000-s002-a-c2a536e2-08d0-4388-9f3e-c5e5c58ca167""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-smoke-{n}-{n},2,520,2026-07-26T13:27:53Z,2026-07-26T14:21:45Z,"[""github-performance-benchmark-event_study-baseline-smoke-30203689567-1"",""github-performance-benchmark-event_study-baseline-smoke-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-timeline-{n}-{n},2,63536,2026-07-26T13:32:09Z,2026-07-26T14:27:23Z,"[""github-performance-benchmark-event_study-baseline-timeline-30203689567-1"",""github-performance-benchmark-event_study-baseline-timeline-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-unsealed-final-stage-{n}-{n},2,8182754,2026-07-26T13:31:31Z,2026-07-26T14:26:23Z,"[""github-performance-benchmark-event_study-baseline-unsealed-final-stage-30203689567-1"",""github-performance-benchmark-event_study-baseline-unsealed-final-stage-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-baseline-verified-stage-{n}-{n},2,8306047,2026-07-26T13:33:13Z,2026-07-26T14:28:35Z,"[""github-performance-benchmark-event_study-baseline-verified-stage-30203689567-1"",""github-performance-benchmark-event_study-baseline-verified-stage-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-campaign-state-after-recovery-{n}-{n}-{n},8,90926,2026-07-26T13:21:39Z,2026-07-26T14:54:37Z,"[""github-performance-benchmark-event_study-optimized-campaign-state-after-recovery-0-30203689567-1"",""github-performance-benchmark-event_study-optimized-campaign-state-after-recovery-0-30205450575-1"",""github-performance-benchmark-event_study-optimized-campaign-state-after-recovery-0-30206732503-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-campaign-state-initial-{n}-{n},3,7956,2026-07-26T13:21:03Z,2026-07-26T14:50:24Z,"[""github-performance-benchmark-event_study-optimized-campaign-state-initial-30203689567-1"",""github-performance-benchmark-event_study-optimized-campaign-state-initial-30205450575-1"",""github-performance-benchmark-event_study-optimized-campaign-state-initial-30206732503-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-campaign-state-merged-{n}-{n},2,44532,2026-07-26T13:23:06Z,2026-07-26T14:16:31Z,"[""github-performance-benchmark-event_study-optimized-campaign-state-merged-30203689567-1"",""github-performance-benchmark-event_study-optimized-campaign-state-merged-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-campaign-state-verified-{n}-{n},2,49552,2026-07-26T13:25:05Z,2026-07-26T14:18:36Z,"[""github-performance-benchmark-event_study-optimized-campaign-state-verified-30203689567-1"",""github-performance-benchmark-event_study-optimized-campaign-state-verified-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-contract-{n}-{n},3,20405,2026-07-26T13:18:43Z,2026-07-26T14:47:33Z,"[""github-performance-benchmark-event_study-optimized-contract-30203689567-1"",""github-performance-benchmark-event_study-optimized-contract-30205450575-1"",""github-performance-benchmark-event_study-optimized-contract-30206732503-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-environment-{n}-{n},3,3848,2026-07-26T13:17:28Z,2026-07-26T14:46:38Z,"[""github-performance-benchmark-event_study-optimized-environment-30203689567-1"",""github-performance-benchmark-event_study-optimized-environment-30205450575-1"",""github-performance-benchmark-event_study-optimized-environment-30206732503-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-pilot-{n}-{n},3,1440,2026-07-26T13:19:52Z,2026-07-26T14:49:01Z,"[""github-performance-benchmark-event_study-optimized-pilot-30203689567-1"",""github-performance-benchmark-event_study-optimized-pilot-30205450575-1"",""github-performance-benchmark-event_study-optimized-pilot-30206732503-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-plan-{n}-{n},3,2192833,2026-07-26T13:20:24Z,2026-07-26T14:49:44Z,"[""github-performance-benchmark-event_study-optimized-plan-30203689567-1"",""github-performance-benchmark-event_study-optimized-plan-30205450575-1"",""github-performance-benchmark-event_study-optimized-plan-30206732503-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-preflight-{n}-{n},3,798,2026-07-26T13:17:27Z,2026-07-26T14:46:37Z,"[""github-performance-benchmark-event_study-optimized-preflight-30203689567-1"",""github-performance-benchmark-event_study-optimized-preflight-30205450575-1"",""github-performance-benchmark-event_study-optimized-preflight-30206732503-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-recovery-wave-{n}-{n}-{n},8,81759,2026-07-26T13:21:39Z,2026-07-26T14:54:37Z,"[""github-performance-benchmark-event_study-optimized-recovery-wave-0-30203689567-1"",""github-performance-benchmark-event_study-optimized-recovery-wave-0-30205450575-1"",""github-performance-benchmark-event_study-optimized-recovery-wave-0-30206732503-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-results,2,8313077,2026-07-26T13:25:15Z,2026-07-26T14:18:48Z,"[""github-performance-benchmark-event_study-optimized-results"",""github-performance-benchmark-event_study-optimized-results""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-sealed-final-stage-{n}-{n},2,8288333,2026-07-26T13:24:22Z,2026-07-26T14:17:59Z,"[""github-performance-benchmark-event_study-optimized-sealed-final-stage-30203689567-1"",""github-performance-benchmark-event_study-optimized-sealed-final-stage-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-shard-g{n}-s{n}-a-{uuid},308,30308492,2026-07-26T13:20:57Z,2026-07-26T14:50:30Z,"[""github-performance-benchmark-event_study-optimized-shard-g000-s002-a-6fa0efd5-c96c-4f86-964b-646e1849b40c"",""github-performance-benchmark-event_study-optimized-shard-g000-s003-a-231d0041-ca25-43a9-9d7b-fba3faf86218"",""github-performance-benchmark-event_study-optimized-shard-g000-s000-a-09e76dd8-e471-4aee-a666-8d18fd147640""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-smoke-{n}-{n},3,780,2026-07-26T13:19:21Z,2026-07-26T14:48:16Z,"[""github-performance-benchmark-event_study-optimized-smoke-30203689567-1"",""github-performance-benchmark-event_study-optimized-smoke-30205450575-1"",""github-performance-benchmark-event_study-optimized-smoke-30206732503-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-timeline-{n}-{n},2,64613,2026-07-26T13:23:44Z,2026-07-26T14:17:23Z,"[""github-performance-benchmark-event_study-optimized-timeline-30203689567-1"",""github-performance-benchmark-event_study-optimized-timeline-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-unsealed-final-stage-{n}-{n},2,8188724,2026-07-26T13:23:07Z,2026-07-26T14:16:32Z,"[""github-performance-benchmark-event_study-optimized-unsealed-final-stage-30203689567-1"",""github-performance-benchmark-event_study-optimized-unsealed-final-stage-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-optimized-verified-stage-{n}-{n},2,8313077,2026-07-26T13:25:07Z,2026-07-26T14:18:37Z,"[""github-performance-benchmark-event_study-optimized-verified-stage-30203689567-1"",""github-performance-benchmark-event_study-optimized-verified-stage-30205450575-1""]",archive,historical_reference,none
github-performance-benchmark-event_study-results,2,8342767,2026-07-26T13:34:03Z,2026-07-26T14:29:25Z,"[""github-performance-benchmark-event_study-results"",""github-performance-benchmark-event_study-results""]",archive,historical_reference,none
github-performance-benchmark-event_study-shared-prepared-{n}-{n},3,6874695,2026-07-26T13:16:47Z,2026-07-26T14:45:52Z,"[""github-performance-benchmark-event_study-shared-prepared-30203689567-1"",""github-performance-benchmark-event_study-shared-prepared-30205450575-1"",""github-performance-benchmark-event_study-shared-prepared-30206732503-1""]",archive,historical_reference,none
github-performance-benchmark-optimized-contract-{n}-{n},4,26302,2026-07-25T13:54:03Z,2026-07-25T18:43:11Z,"[""github-performance-benchmark-optimized-contract-30160504224-1"",""github-performance-benchmark-optimized-contract-30161142684-1"",""github-performance-benchmark-optimized-contract-30162193823-1""]",archive,historical_reference,none
github-performance-benchmark-optimized-environment-{n}-{n},4,5232,2026-07-25T13:53:06Z,2026-07-25T18:42:06Z,"[""github-performance-benchmark-optimized-environment-30160504224-1"",""github-performance-benchmark-optimized-environment-30161142684-1"",""github-performance-benchmark-optimized-environment-30162193823-1""]",archive,historical_reference,none
github-performance-benchmark-optimized-final-stage-{n}-{n},4,3371873,2026-07-25T14:00:01Z,2026-07-25T18:47:47Z,"[""github-performance-benchmark-optimized-final-stage-30160504224-1"",""github-performance-benchmark-optimized-final-stage-30161142684-1"",""github-performance-benchmark-optimized-final-stage-30162193823-1""]",archive,historical_reference,none
github-performance-benchmark-optimized-partial-g{n},4,1687744,2026-07-25T13:59:16Z,2026-07-25T18:46:57Z,"[""github-performance-benchmark-optimized-partial-g000"",""github-performance-benchmark-optimized-partial-g000"",""github-performance-benchmark-optimized-partial-g000""]",archive,historical_reference,none
github-performance-benchmark-optimized-pilot-{n}-{n},4,1322,2026-07-25T13:55:51Z,2026-07-25T18:44:22Z,"[""github-performance-benchmark-optimized-pilot-30160504224-1"",""github-performance-benchmark-optimized-pilot-30161142684-1"",""github-performance-benchmark-optimized-pilot-30162193823-1""]",archive,historical_reference,none
github-performance-benchmark-optimized-plan-{n}-{n},4,1590978,2026-07-25T13:56:42Z,2026-07-25T18:44:54Z,"[""github-performance-benchmark-optimized-plan-30160504224-1"",""github-performance-benchmark-optimized-plan-30161142684-1"",""github-performance-benchmark-optimized-plan-30162193823-1""]",archive,historical_reference,none
github-performance-benchmark-optimized-preflight-{n}-{n},4,1064,2026-07-25T13:52:18Z,2026-07-25T18:42:05Z,"[""github-performance-benchmark-optimized-preflight-30160504224-1"",""github-performance-benchmark-optimized-preflight-30161142684-1"",""github-performance-benchmark-optimized-preflight-30162193823-1""]",archive,historical_reference,none
github-performance-benchmark-optimized-prepared-{n}-{n},2,227706,2026-07-25T13:53:10Z,2026-07-25T14:13:28Z,"[""github-performance-benchmark-optimized-prepared-30160504224-1"",""github-performance-benchmark-optimized-prepared-30161142684-1""]",archive,historical_reference,none
github-performance-benchmark-optimized-recovery-{n}-{n},4,11550,2026-07-25T13:58:32Z,2026-07-25T18:46:22Z,"[""github-performance-benchmark-optimized-recovery-30160504224-1"",""github-performance-benchmark-optimized-recovery-30161142684-1"",""github-performance-benchmark-optimized-recovery-30162193823-1""]",archive,historical_reference,none
github-performance-benchmark-optimized-results,3,2872718,2026-07-25T14:22:00Z,2026-07-25T18:49:06Z,"[""github-performance-benchmark-optimized-results"",""github-performance-benchmark-optimized-results"",""github-performance-benchmark-optimized-results""]",archive,historical_reference,none
github-performance-benchmark-optimized-shard-g{n}-s{n}-a-{uuid},4,2421950,2026-07-25T13:57:41Z,2026-07-25T18:45:41Z,"[""github-performance-benchmark-optimized-shard-g000-s000-a-c19e326b-1c26-43db-9ce8-e7e8ad8b49cd"",""github-performance-benchmark-optimized-shard-g000-s000-a-ecc39580-7c73-41ee-ae37-d1ab82272d01"",""github-performance-benchmark-optimized-shard-g000-s000-a-1aa6ad72-e39f-438b-8b78-5ec551428abc""]",archive,historical_reference,none
github-performance-benchmark-optimized-smoke-{n}-{n},4,1040,2026-07-25T13:54:57Z,2026-07-25T18:43:51Z,"[""github-performance-benchmark-optimized-smoke-30160504224-1"",""github-performance-benchmark-optimized-smoke-30161142684-1"",""github-performance-benchmark-optimized-smoke-30162193823-1""]",archive,historical_reference,none
